Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Carbohydrate percentage of calories(%),Protein percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Average power (W),Max power (W),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Philipp Diethelm,CYCLING,13.01.2023,11:40:07,01:53:42,,145,,,,,1155,39,58,3,77,,,,,,206,908,,,,196,,,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,01:28:08,119,,,76,538,,0.00,24.0,126,
,01:28:09,118,,,76,538,,0.00,24.0,120,
,01:28:10,118,,,77,538,,0.00,24.1,128,
,01:28:11,118,,,78,538,,0.00,24.0,160,
,01:28:12,118,,,79,538,,0.00,24.0,182,
,01:28:13,118,,,81,538,,0.00,24.1,150,
,01:28:14,118,,,82,538,,0.00,24.1,152,
,01:28:15,119,,,82,537,,0.00,24.0,144,
,01:28:16,120,,,83,537,,0.00,24.0,140,
,01:28:17,121,,,83,537,,0.00,24.0,106,
,01:28:18,121,,,83,537,,0.00,24.0,106,
,01:28:19,122,,,82,537,,0.00,24.0,106,
,01:28:20,122,,,82,537,,0.00,24.0,116,
,01:28:21,122,,,81,538,,0.00,24.0,124,
,01:28:22,122,,,81,538,,0.00,24.0,142,
,01:28:23,122,,,81,538,,0.00,24.1,150,
,01:28:24,122,,,81,538,,0.00,24.0,150,
,01:28:25,122,,,81,538,,0.00,24.0,148,
,01:28:26,122,,,81,538,,0.00,24.0,134,
,01:28:27,123,,,81,538,,0.00,24.0,126,
,01:28:28,123,,,80,538,,0.00,24.0,128,
,01:28:29,123,,,79,538,,0.00,24.0,132,
,01:28:30,123,,,79,538,,0.00,24.0,136,
,01:28:31,123,,,78,538,,0.00,24.0,136,
,01:28:32,123,,,77,538,,0.00,24.0,140,
,01:28:33,124,,,77,538,,0.00,24.0,166,
,01:28:34,123,,,77,538,,0.00,24.0,174,
,01:28:35,123,,,78,538,,0.00,24.0,128,
,01:28:36,124,,,79,538,,0.00,24.0,140,
,01:28:37,124,,,79,538,,0.00,24.0,136,
,01:28:38,124,,,77,538,,0.00,24.0,148,
,01:28:39,124,,,77,538,,0.00,24.0,150,
,01:28:40,125,,,76,538,,0.00,24.0,196,
,01:28:41,125,,,76,538,,0.00,24.0,246,
,01:28:42,125,,,78,538,,0.00,24.0,240,
,01:28:43,125,,,76,538,,0.00,24.0,210,
,01:28:44,126,,,73,538,,0.00,24.0,300,
,01:28:45,127,,,71,538,,0.00,24.0,272,
,01:28:46,128,,,71,538,,0.00,24.0,264,
,01:28:47,129,,,72,537,,0.00,24.0,260,
,01:28:48,131,,,73,537,,0.00,24.0,270,
,01:28:49,132,,,74,537,,0.00,24.0,268,
,01:28:50,134,,,75,537,,0.00,24.0,260,
,01:28:51,134,,,77,537,,0.00,24.0,250,
,01:28:52,136,,,77,537,,0.00,24.0,244,
,01:28:53,138,,,75,537,,0.00,24.0,256,
,01:28:54,139,,,74,537,,0.00,24.0,268,
,01:28:55,140,,,74,537,,0.00,24.0,276,
,01:28:56,141,,,74,537,,0.00,24.0,284,
,01:28:57,142,,,75,537,,0.00,24.0,286,
,01:28:58,144,,,75,537,,0.00,24.0,286,
,01:28:59,144,,,75,537,,0.00,24.0,278,
,01:29:00,146,,,75,537,,0.00,24.0,288,
,01:29:01,146,,,75,537,,0.00,24.0,312,
,01:29:02,147,,,75,537,,0.00,24.0,326,
,01:29:03,148,,,76,537,,0.00,23.9,308,
,01:29:04,148,,,76,537,,0.00,23.9,286,
,01:29:05,149,,,76,537,,0.00,23.9,310,
,01:29:06,149,,,76,537,,0.00,23.9,282,
,01:29:07,149,,,77,537,,0.00,23.9,156,
,01:29:08,150,,,80,537,,0.00,23.9,82,
,01:29:09,150,,,79,537,,0.00,23.9,0,
,01:29:10,151,,,78,537,,0.00,23.9,82,
,01:29:11,151,,,78,537,,0.00,23.9,86,
,01:29:12,151,,,79,537,,0.00,23.9,96,
,01:29:13,151,,,78,537,,0.00,23.9,102,
,01:29:14,151,,,78,537,,0.00,23.9,118,
,01:29:15,151,,,78,537,,0.00,23.9,134,
,01:29:16,151,,,77,537,,0.00,23.9,108,
,01:29:17,151,,,76,537,,0.00,23.9,110,
,01:29:18,151,,,75,537,,0.00,23.9,104,
,01:29:19,151,,,73,538,,0.00,23.9,108,
,01:29:20,150,,,72,538,,0.00,23.9,120,
,01:29:21,149,,,71,538,,0.00,23.9,128,
,01:29:22,149,,,70,538,,0.00,23.9,108,
,01:29:23,148,,,70,538,,0.00,23.9,114,
,01:29:24,147,,,70,538,,0.00,23.9,106,
,01:29:25,147,,,70,538,,0.00,23.9,104,
,01:29:26,146,,,70,538,,0.00,23.9,104,
,01:29:27,146,,,70,538,,0.00,23.9,96,
,01:29:28,146,,,70,538,,0.00,23.9,110,
,01:29:29,145,,,70,538,,0.00,23.9,114,
,01:29:30,145,,,69,538,,0.00,23.9,136,
,01:29:31,144,,,68,538,,0.00,23.9,148,
,01:29:32,142,,,68,538,,0.00,23.9,152,
,01:29:33,142,,,67,538,,0.00,23.9,152,
,01:29:34,141,,,67,538,,0.00,23.9,132,
,01:29:35,140,,,66,538,,0.00,23.9,118,
,01:29:36,140,,,67,538,,0.00,23.9,120,
,01:29:37,139,,,67,538,,0.00,23.9,134,
,01:29:38,139,,,67,538,,0.00,23.9,144,
,01:29:39,138,,,67,538,,0.00,23.9,148,
,01:29:40,137,,,68,538,,0.00,23.9,150,
,01:29:41,136,,,69,538,,0.00,23.9,146,
,01:29:42,135,,,69,538,,0.00,23.9,182,
,01:29:43,133,,,71,538,,0.00,23.9,180,
,01:29:44,133,,,71,538,,0.00,23.9,212,
,01:29:45,133,,,70,538,,0.00,23.9,294,
,01:29:46,133,,,70,538,,0.00,23.9,294,
,01:29:47,134,,,67,538,,0.00,23.9,238,
,01:29:48,134,,,67,538,,0.00,23.9,224,
,01:29:49,135,,,66,537,,0.00,23.9,232,
,01:29:50,135,,,67,537,,0.00,23.9,224,
,01:29:51,136,,,67,537,,0.00,23.9,228,
,01:29:52,136,,,67,537,,0.00,23.9,224,
,01:29:53,137,,,68,537,,0.00,23.9,228,
,01:29:54,137,,,68,537,,0.00,23.9,220,
,01:29:55,137,,,69,537,,0.00,23.9,216,
,01:29:56,137,,,69,537,,0.00,23.9,216,
,01:29:57,137,,,71,537,,0.00,23.9,210,
,01:29:58,137,,,72,537,,0.00,23.9,220,
,01:29:59,137,,,72,537,,0.00,23.9,178,
,01:30:00,137,,,72,537,,0.00,23.9,124,
,01:30:01,137,,,80,537,,0.00,23.9,118,
,01:30:02,136,,,85,537,,0.00,23.8,124,
,01:30:03,136,,,89,537,,0.00,23.9,144,
,01:30:04,135,,,90,537,,0.00,23.9,128,
,01:30:05,135,,,90,537,,0.00,23.9,130,
,01:30:06,134,,,90,537,,0.00,23.9,142,
,01:30:07,133,,,89,537,,0.00,23.9,132,
,01:30:08,133,,,88,537,,0.00,23.9,134,
,01:30:09,133,,,87,537,,0.00,23.8,174,
,01:30:10,132,,,90,537,,0.00,23.8,150,
,01:30:11,132,,,93,537,,0.00,23.9,174,
,01:30:12,132,,,93,537,,0.00,23.8,174,
,01:30:13,132,,,93,537,,0.00,23.8,180,
,01:30:14,132,,,93,537,,0.00,23.8,166,
,01:30:15,132,,,93,537,,0.00,23.8,130,
,01:30:16,132,,,93,537,,0.00,23.8,138,
,01:30:17,132,,,92,537,,0.00,23.8,162,
,01:30:18,132,,,92,537,,0.00,23.8,146,
,01:30:19,133,,,92,537,,0.00,23.8,160,
,01:30:20,133,,,91,537,,0.00,23.8,186,
,01:30:21,133,,,92,537,,0.00,23.8,190,
,01:30:22,132,,,92,537,,0.00,23.8,180,
,01:30:23,132,,,93,537,,0.00,23.8,188,
,01:30:24,131,,,93,537,,0.00,23.8,188,
,01:30:25,131,,,93,537,,0.00,23.8,182,
,01:30:26,131,,,92,537,,0.00,23.8,168,
,01:30:27,131,,,91,537,,0.00,23.8,148,
,01:30:28,131,,,90,537,,0.00,23.8,162,
,01:30:29,131,,,90,537,,0.00,23.8,168,
,01:30:30,131,,,90,537,,0.00,23.8,158,
,01:30:31,131,,,91,537,,0.00,23.8,160,
,01:30:32,131,,,91,537,,0.00,23.8,158,
,01:30:33,130,,,92,537,,0.00,23.8,158,
,01:30:34,130,,,92,537,,0.00,23.8,138,
,01:30:35,130,,,92,537,,0.00,23.8,142,
,01:30:36,129,,,92,537,,0.00,23.8,158,
,01:30:37,129,,,93,537,,0.00,23.8,186,
,01:30:38,129,,,93,537,,0.00,23.8,190,
,01:30:39,129,,,94,537,,0.00,23.8,200,
,01:30:40,129,,,94,537,,0.00,23.8,218,
,01:30:41,129,,,94,537,,0.00,23.8,194,
,01:30:42,130,,,93,537,,0.00,23.8,194,
,01:30:43,130,,,92,537,,0.00,23.8,210,
,01:30:44,131,,,92,537,,0.00,23.8,174,
,01:30:45,132,,,91,537,,0.00,23.8,144,
,01:30:46,132,,,91,538,,0.00,23.8,140,
,01:30:47,132,,,90,538,,0.00,23.8,118,
,01:30:48,132,,,89,538,,0.00,23.8,146,
,01:30:49,132,,,89,538,,0.00,23.8,124,
,01:30:50,133,,,89,538,,0.00,23.8,122,
,01:30:51,133,,,88,538,,0.00,23.8,122,
,01:30:52,133,,,88,538,,0.00,23.8,118,
,01:30:53,133,,,88,538,,0.00,23.8,98,
,01:30:54,133,,,88,538,,0.00,23.8,100,
,01:30:55,133,,,89,538,,0.00,23.8,98,
,01:30:56,132,,,89,538,,0.00,23.8,88,
,01:30:57,132,,,88,538,,0.00,23.8,90,
,01:30:58,131,,,88,538,,0.00,23.8,96,
,01:30:59,130,,,87,538,,0.00,23.8,114,
,01:31:00,129,,,86,538,,0.00,23.8,126,
,01:31:01,129,,,86,538,,0.00,23.8,148,
,01:31:02,128,,,85,538,,0.00,23.8,130,
,01:31:03,127,,,84,538,,0.00,23.8,136,
,01:31:04,127,,,83,538,,0.00,23.8,136,
,01:31:05,127,,,82,538,,0.00,23.8,150,
,01:31:06,126,,,82,539,,0.00,23.8,162,
,01:31:07,126,,,82,539,,0.00,23.8,168,
,01:31:08,125,,,83,539,,0.00,23.8,184,
,01:31:09,125,,,83,539,,0.00,23.8,198,
,01:31:10,125,,,84,539,,0.00,23.8,206,
,01:31:11,124,,,85,539,,0.00,23.8,222,
,01:31:12,124,,,87,539,,0.00,23.8,196,
,01:31:13,124,,,88,539,,0.00,23.8,164,
,01:31:14,125,,,88,539,,0.00,23.8,130,
,01:31:15,126,,,88,539,,0.00,23.8,106,
,01:31:16,127,,,87,539,,0.00,23.8,118,
,01:31:17,128,,,88,539,,0.00,23.8,132,
,01:31:18,129,,,89,539,,0.00,23.8,158,
,01:31:19,129,,,89,539,,0.00,23.8,204,
,01:31:20,129,,,92,539,,0.00,23.8,222,
,01:31:21,129,,,92,539,,0.00,23.8,226,
,01:31:22,129,,,88,539,,0.00,23.8,234,
,01:31:23,129,,,79,539,,0.00,23.8,272,
,01:31:24,130,,,77,539,,0.00,23.8,254,
,01:31:25,131,,,75,539,,0.00,23.8,262,
,01:31:26,132,,,72,538,,0.00,23.7,298,
,01:31:27,133,,,70,538,,0.00,23.7,240,
,01:31:28,134,,,69,538,,0.00,23.7,246,
,01:31:29,135,,,70,538,,0.00,23.7,252,
,01:31:30,136,,,70,538,,0.00,23.7,244,
,01:31:31,137,,,71,538,,0.00,23.7,252,
,01:31:32,138,,,71,538,,0.00,23.7,240,
,01:31:33,138,,,71,538,,0.00,23.7,260,
,01:31:34,139,,,71,538,,0.00,23.7,242,
,01:31:35,139,,,71,538,,0.00,23.7,250,
,01:31:36,140,,,71,537,,0.00,23.7,256,
,01:31:37,140,,,71,537,,0.00,23.7,234,
,01:31:38,140,,,71,537,,0.00,23.7,238,
,01:31:39,140,,,71,537,,0.00,23.7,244,
,01:31:40,140,,,72,537,,0.00,23.7,238,
,01:31:41,141,,,72,537,,0.00,23.7,260,
,01:31:42,141,,,73,537,,0.00,23.7,236,
,01:31:43,141,,,76,537,,0.00,23.7,248,
,01:31:44,141,,,76,537,,0.00,23.7,90,
,01:31:45,141,,,79,537,,0.00,23.7,82,
,01:31:46,142,,,84,538,,0.00,23.7,100,
,01:31:47,142,,,82,538,,0.00,23.7,80,
,01:31:48,142,,,81,538,,0.00,23.7,88,
,01:31:49,141,,,81,538,,0.00,23.7,102,
,01:31:50,141,,,81,538,,0.00,23.7,102,
,01:31:51,141,,,30,538,,0.00,23.7,102,
,01:31:52,140,,,20,538,,0.00,23.7,102,
,01:31:53,140,,,20,538,,0.00,23.7,4,
,01:31:54,139,,,31,538,,0.00,23.7,54,
,01:31:55,138,,,31,538,,0.00,23.7,94,
,01:31:56,136,,,31,539,,0.00,23.7,78,
,01:31:57,135,,,75,539,,0.00,23.7,88,
,01:31:58,134,,,76,539,,0.00,23.7,104,
,01:31:59,134,,,78,539,,0.00,23.7,98,
,01:32:00,133,,,79,539,,0.00,23.7,102,
,01:32:01,132,,,79,539,,0.00,23.7,108,
,01:32:02,132,,,80,540,,0.00,23.7,104,
,01:32:03,131,,,80,540,,0.00,23.7,104,
,01:32:04,131,,,80,540,,0.00,23.7,104,
,01:32:05,131,,,80,540,,0.00,23.7,104,
,01:32:06,130,,,80,540,,0.00,23.6,112,
,01:32:07,129,,,79,540,,0.00,23.6,116,
,01:32:08,128,,,79,540,,0.00,23.7,104,
,01:32:09,127,,,79,540,,0.00,23.7,98,
,01:32:10,126,,,79,540,,0.00,23.6,92,
,01:32:11,126,,,79,540,,0.00,23.6,98,
,01:32:12,125,,,78,539,,0.00,23.6,102,
,01:32:13,124,,,78,539,,0.00,23.6,96,
,01:32:14,124,,,78,539,,0.00,23.6,110,
,01:32:15,123,,,78,539,,0.00,23.6,96,
,01:32:16,122,,,78,539,,0.00,23.6,106,
,01:32:17,121,,,78,539,,0.00,23.6,116,
,01:32:18,121,,,78,539,,0.00,23.6,100,
,01:32:19,120,,,78,539,,0.00,23.6,102,
,01:32:20,119,,,78,539,,0.00,23.6,100,
,01:32:21,119,,,78,539,,0.00,23.6,98,
,01:32:22,119,,,77,539,,0.00,23.6,100,
,01:32:23,119,,,77,539,,0.00,23.6,100,
,01:32:24,119,,,77,539,,0.00,23.6,92,
,01:32:25,118,,,77,539,,0.00,23.6,88,
,01:32:26,118,,,76,539,,0.00,23.6,88,
,01:32:27,117,,,76,539,,0.00,23.6,82,
,01:32:28,116,,,76,539,,0.00,23.6,94,
,01:32:29,115,,,76,539,,0.00,23.6,90,
,01:32:30,115,,,75,540,,0.00,23.6,90,
,01:32:31,114,,,75,540,,0.00,23.6,94,
,01:32:32,114,,,75,540,,0.00,23.6,90,
,01:32:33,114,,,75,540,,0.00,23.6,96,
,01:32:34,114,,,75,540,,0.00,23.6,88,
,01:32:35,114,,,75,540,,0.00,23.6,90,
,01:32:36,114,,,74,540,,0.00,23.6,90,
,01:32:37,114,,,74,540,,0.00,23.6,86,
,01:32:38,113,,,74,540,,0.00,23.6,82,
,01:32:39,113,,,74,540,,0.00,23.6,84,
,01:32:40,113,,,74,540,,0.00,23.6,98,
,01:32:41,113,,,74,540,,0.00,23.6,96,
,01:32:42,113,,,74,540,,0.00,23.6,92,
,01:32:43,112,,,74,540,,0.00,23.6,98,
,01:32:44,112,,,74,540,,0.00,23.6,100,
,01:32:45,111,,,74,540,,0.00,23.6,92,
,01:32:46,110,,,75,539,,0.00,23.5,102,
,01:32:47,110,,,75,539,,0.00,23.5,90,
,01:32:48,110,,,75,539,,0.00,23.5,86,
,01:32:49,110,,,75,539,,0.00,23.5,84,
,01:32:50,110,,,75,540,,0.00,23.5,88,
,01:32:51,109,,,74,540,,0.00,23.5,88,
,01:32:52,109,,,74,540,,0.00,23.5,88,
,01:32:53,109,,,74,540,,0.00,23.5,98,
,01:32:54,109,,,74,540,,0.00,23.5,92,
,01:32:55,109,,,74,540,,0.00,23.5,96,
,01:32:56,110,,,74,540,,0.00,23.5,92,
,01:32:57,110,,,75,540,,0.00,23.5,100,
,01:32:58,110,,,75,540,,0.00,23.5,94,
,01:32:59,110,,,75,540,,0.00,23.5,98,
,01:33:00,110,,,75,540,,0.00,23.5,104,
,01:33:01,111,,,75,540,,0.00,23.5,100,
,01:33:02,111,,,75,540,,0.00,23.5,80,
,01:33:03,111,,,75,540,,0.00,23.5,86,
,01:33:04,112,,,75,540,,0.00,23.5,82,
,01:33:05,112,,,75,540,,0.00,23.5,80,
,01:33:06,111,,,74,540,,0.00,23.5,90,
,01:33:07,111,,,74,540,,0.00,23.5,90,
,01:33:08,111,,,74,540,,0.00,23.5,88,
,01:33:09,111,,,74,540,,0.00,23.5,92,
,01:33:10,111,,,74,540,,0.00,23.5,90,
,01:33:11,111,,,74,540,,0.00,23.5,86,
,01:33:12,111,,,74,540,,0.00,23.5,98,
,01:33:13,111,,,74,540,,0.00,23.5,96,
,01:33:14,110,,,74,540,,0.00,23.5,88,
,01:33:15,110,,,74,540,,0.00,23.5,88,
,01:33:16,110,,,74,540,,0.00,23.5,92,
,01:33:17,109,,,75,540,,0.00,23.5,92,
,01:33:18,109,,,75,540,,0.00,23.5,92,
,01:33:19,108,,,76,540,,0.00,23.5,82,
,01:33:20,109,,,77,540,,0.00,23.5,74,
,01:33:21,109,,,77,540,,0.00,23.4,68,
,01:33:22,109,,,78,540,,0.00,23.4,68,
,01:33:23,109,,,79,540,,0.00,23.4,74,
,01:33:24,109,,,79,540,,0.00,23.4,74,
,01:33:25,109,,,80,540,,0.00,23.5,80,
,01:33:26,108,,,80,540,,0.00,23.4,72,
,01:33:27,108,,,80,540,,0.00,23.4,68,
,01:33:28,108,,,81,539,,0.00,23.4,50,
,01:33:29,108,,,81,539,,0.00,23.4,62,
,01:33:30,109,,,81,539,,0.00,23.4,60,
,01:33:31,109,,,81,539,,0.00,23.4,74,
,01:33:32,109,,,82,539,,0.00,23.4,76,
,01:33:33,109,,,82,539,,0.00,23.4,72,
,01:33:34,108,,,82,539,,0.00,23.4,72,
,01:33:35,107,,,81,539,,0.00,23.4,70,
,01:33:36,107,,,81,540,,0.00,23.4,72,
,01:33:37,107,,,81,540,,0.00,23.4,66,
,01:33:38,107,,,81,540,,0.00,23.4,68,
,01:33:39,107,,,81,540,,0.00,23.4,72,
,01:33:40,107,,,81,540,,0.00,23.4,74,
,01:33:41,107,,,81,540,,0.00,23.4,72,
,01:33:42,107,,,81,540,,0.00,23.4,70,
,01:33:43,107,,,81,540,,0.00,23.4,66,
,01:33:44,108,,,81,540,,0.00,23.4,66,
,01:33:45,108,,,81,540,,0.00,23.4,74,
,01:33:46,108,,,81,540,,0.00,23.4,72,
,01:33:47,107,,,81,540,,0.00,23.4,74,
,01:33:48,107,,,82,540,,0.00,23.4,82,
,01:33:49,107,,,82,540,,0.00,23.4,78,
,01:33:50,108,,,82,540,,0.00,23.4,80,
,01:33:51,109,,,82,540,,0.00,23.4,72,
,01:33:52,111,,,83,540,,0.00,23.4,66,
,01:33:53,111,,,83,540,,0.00,23.4,78,
,01:33:54,111,,,83,540,,0.00,23.4,74,
,01:33:55,110,,,82,540,,0.00,23.4,74,
,01:33:56,109,,,81,540,,0.00,23.4,80,
,01:33:57,108,,,80,540,,0.00,23.4,82,
,01:33:58,108,,,79,540,,0.00,23.4,94,
,01:33:59,108,,,77,540,,0.00,23.4,118,
,01:34:00,109,,,77,540,,0.00,23.4,104,
,01:34:01,109,,,76,540,,0.00,23.4,104,
,01:34:02,110,,,76,540,,0.00,23.3,106,
,01:34:03,110,,,75,540,,0.00,23.3,116,
,01:34:04,111,,,74,540,,0.00,23.3,108,
,01:34:05,111,,,74,540,,0.00,23.3,114,
,01:34:06,111,,,73,540,,0.00,23.3,104,
,01:34:07,111,,,73,540,,0.00,23.3,106,
,01:34:08,111,,,72,540,,0.00,23.3,116,
,01:34:09,111,,,72,540,,0.00,23.3,110,
,01:34:10,111,,,72,540,,0.00,23.3,120,
,01:34:11,111,,,72,540,,0.00,23.3,116,
,01:34:12,111,,,72,540,,0.00,23.3,138,
,01:34:13,112,,,72,540,,0.00,23.3,120,
,01:34:14,112,,,72,540,,0.00,23.3,98,
,01:34:15,113,,,71,540,,0.00,23.3,106,
,01:34:16,113,,,71,540,,0.00,23.3,104,
,01:34:17,113,,,71,540,,0.00,23.3,104,
,01:34:18,112,,,70,540,,0.00,23.3,98,
,01:34:19,112,,,70,540,,0.00,23.3,100,
,01:34:20,112,,,70,540,,0.00,23.3,106,
,01:34:21,111,,,69,540,,0.00,23.3,104,
,01:34:22,112,,,69,540,,0.00,23.3,106,
,01:34:23,113,,,69,540,,0.00,23.3,108,
,01:34:24,113,,,69,540,,0.00,23.3,104,
,01:34:25,114,,,69,540,,0.00,23.3,100,
,01:34:26,114,,,69,540,,0.00,23.3,116,
,01:34:27,114,,,69,540,,0.00,23.3,118,
,01:34:28,114,,,69,540,,0.00,23.3,118,
,01:34:29,114,,,69,540,,0.00,23.3,114,
,01:34:30,114,,,69,540,,0.00,23.3,116,
,01:34:31,114,,,69,540,,0.00,23.3,120,
,01:34:32,114,,,70,540,,0.00,23.3,134,
,01:34:33,115,,,70,540,,0.00,23.3,142,
,01:34:34,115,,,70,540,,0.00,23.2,146,
,01:34:35,116,,,71,540,,0.00,23.3,138,
,01:34:36,116,,,71,540,,0.00,23.3,142,
,01:34:37,116,,,71,540,,0.00,23.3,144,
,01:34:38,117,,,70,540,,0.00,23.3,132,
,01:34:39,117,,,70,540,,0.00,23.3,122,
,01:34:40,117,,,69,540,,0.00,23.3,130,
,01:34:41,117,,,69,540,,0.00,23.2,138,
,01:34:42,118,,,69,540,,0.00,23.2,146,
,01:34:43,118,,,70,540,,0.00,23.2,138,
,01:34:44,118,,,71,540,,0.00,23.2,124,
,01:34:45,118,,,72,540,,0.00,23.2,112,
,01:34:46,118,,,72,540,,0.00,23.2,108,
,01:34:47,118,,,73,540,,0.00,23.2,114,
,01:34:48,118,,,74,540,,0.00,23.2,114,
,01:34:49,118,,,76,540,,0.00,23.2,96,
,01:34:50,118,,,76,540,,0.00,23.2,92,
,01:34:51,118,,,77,540,,0.00,23.2,88,
,01:34:52,118,,,78,540,,0.00,23.2,88,
,01:34:53,118,,,78,540,,0.00,23.2,74,
,01:34:54,118,,,79,540,,0.00,23.2,86,
,01:34:55,118,,,80,540,,0.00,23.2,118,
,01:34:56,117,,,80,540,,0.00,23.2,76,
,01:34:57,117,,,80,540,,0.00,23.2,96,
,01:34:58,118,,,81,540,,0.00,23.2,104,
,01:34:59,118,,,81,540,,0.00,23.2,88,
,01:35:00,119,,,81,540,,0.00,23.2,96,
,01:35:01,120,,,82,540,,0.00,23.2,108,
,01:35:02,120,,,82,540,,0.00,23.2,102,
,01:35:03,121,,,82,540,,0.00,23.2,100,
,01:35:04,121,,,81,540,,0.00,23.2,94,
,01:35:05,121,,,80,540,,0.00,23.2,106,
,01:35:06,121,,,79,540,,0.00,23.2,106,
,01:35:07,121,,,76,540,,0.00,23.2,110,
,01:35:08,121,,,75,540,,0.00,23.2,102,
,01:35:09,120,,,74,540,,0.00,23.2,110,
,01:35:10,119,,,74,539,,0.00,23.2,122,
,01:35:11,117,,,73,539,,0.00,23.2,140,
,01:35:12,116,,,73,540,,0.00,23.2,140,
,01:35:13,115,,,74,540,,0.00,23.1,130,
,01:35:14,115,,,74,540,,0.00,23.1,112,
,01:35:15,115,,,73,540,,0.00,23.1,130,
,01:35:16,115,,,74,540,,0.00,23.1,136,
,01:35:17,116,,,74,540,,0.00,23.1,122,
,01:35:18,116,,,74,540,,0.00,23.1,124,
,01:35:19,116,,,74,540,,0.00,23.1,134,
,01:35:20,115,,,74,540,,0.00,23.1,132,
,01:35:21,115,,,74,540,,0.00,23.1,136,
,01:35:22,115,,,74,540,,0.00,23.1,124,
,01:35:23,115,,,74,540,,0.00,23.1,128,
,01:35:24,116,,,74,540,,0.00,23.1,120,
,01:35:25,116,,,73,540,,0.00,23.1,114,
,01:35:26,117,,,73,540,,0.00,23.1,118,
,01:35:27,118,,,73,540,,0.00,23.1,120,
,01:35:28,118,,,73,540,,0.00,23.1,116,
,01:35:29,119,,,73,540,,0.00,23.1,120,
,01:35:30,119,,,72,540,,0.00,23.1,120,
,01:35:31,120,,,72,540,,0.00,23.1,124,
,01:35:32,120,,,72,540,,0.00,23.1,122,
,01:35:33,120,,,72,540,,0.00,23.1,110,
,01:35:34,121,,,72,540,,0.00,23.1,116,
,01:35:35,121,,,72,540,,0.00,23.1,118,
,01:35:36,122,,,72,540,,0.00,23.1,118,
,01:35:37,123,,,72,540,,0.00,23.0,112,
,01:35:38,123,,,72,540,,0.00,23.0,114,
,01:35:39,123,,,71,540,,0.00,23.0,116,
,01:35:40,123,,,71,540,,0.00,23.0,122,
,01:35:41,123,,,71,540,,0.00,23.0,124,
,01:35:42,123,,,71,540,,0.00,23.0,122,
,01:35:43,124,,,71,540,,0.00,23.0,134,
,01:35:44,124,,,72,540,,0.00,23.0,140,
,01:35:45,124,,,72,540,,0.00,23.0,138,
,01:35:46,124,,,72,540,,0.00,23.0,128,
,01:35:47,124,,,72,540,,0.00,23.0,130,
,01:35:48,124,,,73,540,,0.00,23.0,124,
,01:35:49,123,,,73,540,,0.00,23.0,132,
,01:35:50,123,,,73,540,,0.00,23.0,136,
,01:35:51,123,,,73,540,,0.00,23.0,132,
,01:35:52,123,,,73,540,,0.00,23.0,140,
,01:35:53,123,,,73,540,,0.00,23.0,156,
,01:35:54,124,,,74,540,,0.00,23.0,124,
,01:35:55,124,,,74,540,,0.00,23.0,122,
,01:35:56,124,,,74,540,,0.00,23.0,124,
,01:35:57,124,,,74,540,,0.00,22.9,118,
,01:35:58,124,,,74,540,,0.00,22.9,118,
,01:35:59,124,,,73,540,,0.00,22.9,116,
,01:36:00,123,,,73,540,,0.00,22.9,116,
,01:36:01,124,,,73,540,,0.00,22.9,128,
,01:36:02,123,,,73,540,,0.00,22.9,124,
,01:36:03,123,,,73,540,,0.00,22.9,108,
,01:36:04,123,,,72,540,,0.00,22.9,122,
,01:36:05,123,,,72,540,,0.00,22.9,122,
,01:36:06,123,,,72,540,,0.00,22.9,112,
,01:36:07,123,,,72,540,,0.00,22.9,110,
,01:36:08,123,,,72,540,,0.00,22.9,98,
,01:36:09,123,,,71,540,,0.00,22.9,100,
,01:36:10,123,,,71,540,,0.00,22.9,104,
,01:36:11,122,,,71,540,,0.00,22.9,100,
,01:36:12,121,,,70,540,,0.00,22.9,100,
,01:36:13,120,,,70,540,,0.00,22.9,110,
,01:36:14,119,,,70,540,,0.00,22.9,110,
,01:36:15,118,,,70,540,,0.00,22.9,114,
,01:36:16,117,,,70,540,,0.00,22.9,124,
,01:36:17,117,,,70,540,,0.00,22.9,112,
,01:36:18,116,,,70,540,,0.00,22.8,110,
,01:36:19,115,,,70,540,,0.00,22.8,114,
,01:36:20,115,,,70,540,,0.00,22.8,122,
,01:36:21,115,,,70,540,,0.00,22.8,190,
,01:36:22,115,,,71,540,,0.00,22.8,190,
,01:36:23,116,,,71,540,,0.00,22.8,196,
,01:36:24,116,,,69,540,,0.00,22.8,208,
,01:36:25,117,,,66,540,,0.00,22.8,194,
,01:36:26,119,,,64,540,,0.00,22.8,192,
,01:36:27,120,,,64,540,,0.00,22.8,194,
,01:36:28,121,,,64,540,,0.00,22.8,196,
,01:36:29,123,,,64,540,,0.00,22.8,184,
,01:36:30,125,,,63,540,,0.00,22.8,256,
,01:36:31,126,,,62,540,,0.00,22.8,226,
,01:36:32,127,,,62,540,,0.00,22.8,194,
